ejercicio_presupuestario,PIB,finalidad_id,finalidad_desc,funcion_id,funcion_desc,gasto,ultima_actualizacion_fecha 
2009,"1247929268925,02",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"160620545,11",07-NOV-17
2009,"1247929268925,02",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"6209914259,76",07-NOV-17
2009,"1247929268925,02",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"6691038005,82",07-NOV-17
2009,"1247929268925,02",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"1026234082,03",07-NOV-17
2009,"1247929268925,02",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"801696370,76",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,1,Salud,"9375263919,4",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"6930496014,52",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,3,Seguridad Social,"98398601983,74",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,4,Educación y Cultura,"17144295188,8",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"4038658052,18",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,6,Trabajo,"2911891955,59",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"5295571185,53",07-NOV-17
2009,"1247929268925,02",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"2586395107,89",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería","17578730962,86",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"1315690473,18",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,3,Transporte,"20869930811,15",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"536542424,38",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,5,Agricultura,"4165878229,94",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,6,Industria,"556645808,07",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","415927513,99",07-NOV-17
2009,"1247929268925,02",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"87568374,98",07-NOV-17
2009,"1247929268925,02",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"26102544022,76",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,"828148994,01",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,"2824777519,75",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,"1243343000,9",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,"1747296057,43",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,"1675011635,67",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,"171165624,86",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,"135763684,68",07-NOV-17
2008,"1149646090583,64",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"135604326,85",07-NOV-17
2008,"1149646090583,64",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"5006050076,57",07-NOV-17
2008,"1149646090583,64",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"4565954434,74",07-NOV-17
2008,"1149646090583,64",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"608590231,43",07-NOV-17
2008,"1149646090583,64",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"641863909,45",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,1,Salud,"6724471542,07",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"4659715631,24",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,3,Seguridad Social,"74033087449,24",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,4,Educación y Cultura,"13445728046,02",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"2993316913,89",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,6,Trabajo,"2557799795,21",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"3758076892,34",07-NOV-17
2008,"1149646090583,64",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"1944727944,17",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería","18999314220,88",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"587539088,69",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,3,Transporte,"15812126522,25",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"367615743,71",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,5,Agricultura,"5012092641,72",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,6,Industria,"411340088,61",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","329403217,55",07-NOV-17
2008,"1149646090583,64",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"84280622,26",07-NOV-17
2008,"1149646090583,64",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"21669939025,49",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,"623219705,98",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,"2044502910,69",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,"819202533,74",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,"1205365968,44",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,"1592031297,84",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,"132326137,51",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,"103155305,44",07-NOV-17
2007,"896980174071,903",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"103248243,9",07-NOV-17
2007,"896980174071,903",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"4141106707,9",07-NOV-17
2007,"896980174071,903",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"3518724650,14",07-NOV-17
2007,"896980174071,903",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"488741276,39",07-NOV-17
2007,"896980174071,903",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"524491223,78",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,1,Salud,"5074091773,31",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"3452261991,16",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,3,Seguridad Social,"56569986350,19",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,4,Educación y Cultura,"11156503908,19",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"2291294395,57",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,6,Trabajo,"2635987393,03",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"3123840674,15",07-NOV-17
2007,"896980174071,903",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"1093240210,09",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería","9935814251,51",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"412491044,27",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,3,Transporte,"10681041024,7",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"220072564,38",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,5,Agricultura,"1940382230,46",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,6,Industria,"817112530,94",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","258439222,68",07-NOV-17
2007,"896980174071,903",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"209079980,15",07-NOV-17
2007,"896980174071,903",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"17253329227,73",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,"536616363,48",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,"1643660704,02",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,"587368153,58",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,"1013170123,38",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,"2371534823,07",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,"106672314,17",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,"82084092,62",07-NOV-17
2006,"715904271733,848",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"67125926,75",07-NOV-17
2006,"715904271733,848",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"3415321239,94",07-NOV-17
2006,"715904271733,848",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"2759869143,91",07-NOV-17
2006,"715904271733,848",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"444944338,17",07-NOV-17
2006,"715904271733,848",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"446067577,97",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,1,Salud,"3572441068,31",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"7086159754,01",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,3,Seguridad Social,"36580030366,13",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,4,Educación y Cultura,"7728797037,66",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"1619510563,83",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,6,Trabajo,"3148218344,33",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"4080242243,42",07-NOV-17
2006,"715904271733,848",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"886662361,11",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería","5399580638,29",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"327774648,43",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,3,Transporte,"7078153821,73",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"125931784,68",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,5,Agricultura,"557651900,91",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,6,Industria,"318582275,6",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","190359672,83",07-NOV-17
2006,"715904271733,848",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"1559647454,5",07-NOV-17
2006,"715904271733,848",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"12158765839,35",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,"444922060,51",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,"1330804650,84",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,"490597862,88",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,"770393164,92",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,"2386587590,61",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,"82654814,89",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,"62191372,68",07-NOV-17
2005,"582538172937,275",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"71238340,98",07-NOV-17
2005,"582538172937,275",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"2944802880,34",07-NOV-17
2005,"582538172937,275",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"2300512951,21",07-NOV-17
2005,"582538172937,275",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"326326418,55",07-NOV-17
2005,"582538172937,275",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"386572836,9",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,1,Salud,"2830500432,49",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"5680326989,15",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,3,Seguridad Social,"28867241808,35",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,4,Educación y Cultura,"5461018925,72",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"1195922270,11",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,6,Trabajo,"3583120830,65",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"3057443060,68",07-NOV-17
2005,"582538172937,275",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"403000695,24",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",3484008314,07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"208111065,17",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,3,Transporte,"4101415722,78",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"102926621,5",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,5,Agricultura,"401100058,42",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,6,Industria,"375831960,95",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","114612137,37",07-NOV-17
2005,"582538172937,275",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"3325095847,27",07-NOV-17
2005,"582538172937,275",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"12049957953,5",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,"375234598,67",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,"1057862535,79",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,"413165074,71",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,"817959820,72",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,"1993468778,39",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,"67033140,85",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,"57016780,16",07-NOV-17
2004,"485115194724,755",1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,"101069200,78",07-NOV-17
2004,"485115194724,755",2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,"2581650227,11",07-NOV-17
2004,"485115194724,755",2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,"2007317814,23",07-NOV-17
2004,"485115194724,755",2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,"261684828,1",07-NOV-17
2004,"485115194724,755",2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,"350061464,26",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,1,Salud,"2624170447,67",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,"4497566666,3",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,3,Seguridad Social,"24745561823,19",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,4,Educación y Cultura,"4195941781,57",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,5,Ciencia y Técnica,"894072240,68",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,6,Trabajo,"3910861904,81",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,"1137602910,85",07-NOV-17
2004,"485115194724,755",3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,"293385261,54",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería","2490400214,33",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,2,Comunicaciones,"142893681,01",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,3,Transporte,"2250341619,79",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,4,Ecología y Medio Ambiente,"74095196,05",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,5,Agricultura,"327350605,01",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,6,Industria,"110315522,89",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios","85978086,41",07-NOV-17
2004,"485115194724,755",4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,"523241592,41",07-NOV-17
2004,"485115194724,755",5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,"5888045056,18",07-NOV-17
